year;month;day;order;country;session ID;page 1 (main category);page 2 (clothing model);colour;location;model photography;price;price 2;page
2008;4;1;5;29;30;3;C31;12;5;1;33;2;2
2008;4;1;6;29;30;3;C53;14;6;1;38;2;3
2008;4;1;7;29;30;1;A15;14;5;2;33;2;1
2008;4;1;8;29;30;1;A5;3;2;1;43;2;1
2008;4;1;9;29;30;1;A17;2;6;1;62;1;1
2008;4;1;10;29;30;1;A35;14;6;2;33;2;2
2008;4;1;11;29;30;1;A36;1;6;1;33;2;2
2008;4;1;1;29;31;1;A16;1;6;1;33;2;1
2008;4;1;2;29;31;2;B4;10;2;1;52;1;1
2008;4;1;3;29;31;2;B15;9;5;1;38;2;1
2008;4;1;4;29;31;3;C5;11;2;1;48;1;1
2008;4;1;5;29;31;3;C17;14;6;1;48;1;1
2008;4;1;6;29;31;3;C17;14;6;1;48;1;1
2008;4;1;7;29;31;1;A16;1;6;1;33;2;1
2008;4;1;8;29;31;2;B4;10;2;1;52;1;1
2008;4;1;9;29;31;2;B34;2;6;1;48;2;2
2008;4;1;10;29;31;3;C56;6;1;2;57;1;4
2008;4;1;11;29;31;3;C49;4;5;2;26;2;3
2008;4;1;12;29;31;3;C46;2;4;1;48;1;3
2008;4;1;1;29;32;1;A2;3;1;1;43;2;1
2008;4;1;2;29;32;1;A12;2;4;1;38;2;1
2008;4;1;3;29;32;4;P29;5;4;2;33;2;2
2008;4;1;1;29;33;1;A17;2;6;1;62;1;1
2008;4;1;2;29;33;1;A7;3;3;1;43;2;1
2008;4;1;3;29;33;1;A2;3;1;1;43;2;1
2008;4;1;4;29;33;1;A3;3;1;1;72;1;1
2008;4;1;5;29;33;4;P1;3;1;1;38;1;1
2008;4;1;6;29;33;4;P2;3;1;1;28;2;1
2008;4;1;7;29;33;1;A21;1;1;1;62;1;2
2008;4;1;8;29;33;1;A41;4;2;1;43;2;3
2008;4;1;9;29;33;4;P12;4;4;1;33;2;1
2008;4;1;10;29;33;4;P63;14;3;2;28;2;4
2008;4;1;11;29;33;4;P48;9;4;2;33;2;3
2008;4;1;12;29;33;4;P30;4;4;1;33;2;2
2008;4;1;13;29;33;4;P32;3;5;2;43;1;2
2008;4;1;14;29;33;4;P66;9;4;2;43;1;4
2008;4;1;15;29;33;4;P57;4;1;1;43;1;4
2008;4;1;16;29;33;4;P12;4;4;1;33;2;1
2008;4;1;17;29;33;2;B3;12;1;1;52;1;1
2008;4;1;18;29;33;4;P50;6;5;2;33;2;3
2008;4;1;19;29;33;4;P43;7;3;2;38;1;3
2008;4;1;20;29;33;4;P12;4;4;1;33;2;1
2008;4;1;21;29;33;4;P4;4;2;1;38;1;1
2008;4;1;1;24;34;3;C17;14;6;1;48;1;1
2008;4;1;2;24;34;2;B1;4;1;1;57;1;1
2008;4;1;1;24;35;2;B4;10;2;1;52;1;1
2008;4;1;2;24;35;1;A28;1;4;2;43;2;2
2008;4;1;3;24;35;1;A21;1;1;1;62;1;2
2008;4;1;4;24;35;1;A16;1;6;1;33;2;1
2008;4;1;5;24;35;1;A11;3;4;1;62;1;1
2008;4;1;1;29;36;4;P16;7;6;1;33;2;1
2008;4;1;2;29;36;4;P16;7;6;1;33;2;1
2008;4;1;1;29;37;2;B30;9;4;1;57;1;2
2008;4;1;2;29;37;2;B28;9;4;1;38;2;2
2008;4;1;3;29;37;2;B31;9;5;1;57;1;2
2008;4;1;4;29;37;1;A8;3;3;1;62;1;1
2008;4;1;5;29;37;1;A1;8;1;1;28;2;1
2008;4;1;6;29;37;1;A11;3;4;1;62;1;1
2008;4;1;7;29;37;4;P15;4;5;2;38;1;1
2008;4;1;1;29;38;4;P16;7;6;1;33;2;1
2008;4;1;2;29;38;4;P33;9;5;1;43;1;2
2008;4;1;3;29;38;1;A11;3;4;1;62;1;1
2008;4;1;4;29;38;1;A5;3;2;1;43;2;1
2008;4;1;1;41;39;3;C19;12;1;1;48;1;2
2008;4;1;2;41;39;1;A1;8;1;1;28;2;1
2008;4;1;1;9;40;1;A2;3;1;1;43;2;1
2008;4;1;2;9;40;1;A5;3;2;1;43;2;1
2008;4;1;3;9;40;1;A9;3;3;1;82;1;1
2008;4;1;4;9;40;1;A12;2;4;1;38;2;1
2008;4;1;5;9;40;1;A11;3;4;1;62;1;1
2008;4;1;6;9;40;2;B15;9;5;1;38;2;1
2008;4;1;7;9;40;2;B33;6;5;2;33;2;2
2008;4;1;1;9;41;1;A1;8;1;1;28;2;1
2008;4;1;2;9;41;1;A19;12;1;2;33;2;2
2008;4;1;1;29;42;1;A5;3;2;1;43;2;1
2008;4;1;1;9;43;2;B19;13;1;1;38;2;2
2008;4;1;2;9;43;2;B24;11;2;1;57;1;2
2008;4;1;3;9;43;2;B26;13;3;1;57;1;2
2008;4;1;4;9;43;2;B27;2;3;1;57;1;2
2008;4;1;5;9;43;2;B23;7;2;1;38;2;2
2008;4;1;6;9;43;2;B17;6;6;2;38;2;1
2008;4;1;7;9;43;2;B16;12;6;1;52;1;1
2008;4;1;8;9;43;2;B13;12;5;2;62;1;1
2008;4;1;9;9;43;2;B14;2;5;1;62;1;1
2008;4;1;10;9;43;2;B26;13;3;1;57;1;2
2008;4;1;11;9;43;2;B24;11;2;1;57;1;2
2008;4;1;12;9;43;2;B6;2;2;1;52;1;1
2008;4;1;13;9;43;2;B26;13;3;1;57;1;2
2008;4;1;14;9;43;2;B32;6;5;1;38;2;2
2008;4;1;15;9;43;2;B26;13;3;1;57;1;2
2008;4;1;16;9;43;2;B26;13;3;1;57;1;2
2008;4;1;17;9;43;2;B26;13;3;1;57;1;2
2008;4;1;18;9;43;2;B26;13;3;1;57;1;2
2008;4;1;19;9;43;2;B26;13;3;1;57;1;2
2008;4;1;20;9;43;2;B26;13;3;1;57;1;2
2008;4;1;21;9;43;2;B26;13;3;1;57;1;2
2008;4;1;22;9;43;2;B26;13;3;1;57;1;2
2008;4;1;23;9;43;2;B23;7;2;1;38;2;2
2008;4;1;1;9;44;1;A5;3;2;1;43;2;1
2008;4;1;2;9;44;1;A12;2;4;1;38;2;1
2008;4;1;3;9;44;2;B27;2;3;1;57;1;2
2008;4;1;4;9;44;2;B3;12;1;1;52;1;1
2008;4;1;5;9;44;2;B2;3;1;2;57;1;1
2008;4;1;6;9;44;2;B10;2;4;1;67;1;1
2008;4;1;7;9;44;2;B14;2;5;1;62;1;1
2008;4;1;8;9;44;2;B6;2;2;1;52;1;1
2008;4;1;9;9;44;3;C7;13;3;1;48;1;1
2008;4;1;10;9;44;3;C19;12;1;1;48;1;2
2008;4;1;11;9;44;3;C57;5;1;2;33;2;4
2008;4;1;1;12;45;1;A4;3;2;2;38;2;1
2008;4;1;2;12;45;1;A15;14;5;2;33;2;1
2008;4;1;3;12;45;1;A29;2;4;1;60;1;2
2008;4;1;1;9;46;1;A11;3;4;1;62;1;1
2008;4;1;1;29;47;2;B1;4;1;1;57;1;1
2008;4;1;2;29;47;2;B10;2;4;1;67;1;1
2008;4;1;3;29;47;2;B17;6;6;2;38;2;1
2008;4;1;4;29;47;4;P1;3;1;1;38;1;1
2008;4;1;5;29;47;4;P49;14;5;1;33;2;3
2008;4;1;1;29;48;1;A4;3;2;2;38;2;1
2008;4;1;2;29;48;4;P4;4;2;1;38;1;1
2008;4;1;3;29;48;4;P15;4;5;2;38;1;1
2008;4;1;1;9;49;2;B4;10;2;1;52;1;1
2008;4;1;2;9;49;2;B16;12;6;1;52;1;1
2008;4;1;3;9;49;2;B2;3;1;2;57;1;1
2008;4;1;4;9;49;2;B1;4;1;1;57;1;1
2008;4;1;5;9;49;2;B9;1;3;1;48;2;1
2008;4;1;6;9;49;3;C5;11;2;1;48;1;1
2008;4;1;7;9;49;3;C7;13;3;1;48;1;1
2008;4;1;8;9;49;3;C3;6;1;2;23;2;1
2008;4;1;9;9;49;3;C9;6;3;1;48;1;1
2008;4;1;10;9;49;3;C17;14;6;1;48;1;1
2008;4;1;11;9;49;3;C18;9;6;1;48;1;1
2008;4;1;12;9;49;3;C11;7;4;1;33;2;1
2008;4;1;13;9;49;3;C14;9;5;1;23;2;1
2008;4;1;14;9;49;3;C34;7;6;1;48;1;2
2008;4;1;15;9;49;3;C36;14;6;1;43;1;2
2008;4;1;16;9;49;3;C37;2;1;1;43;1;3
2008;4;1;17;9;49;3;C39;6;1;1;77;1;3
2008;4;1;18;9;49;3;C49;4;5;2;26;2;3
2008;4;1;19;9;49;3;C50;9;5;2;20;2;3
2008;4;1;20;9;49;3;C51;6;5;1;20;2;3
2008;4;1;21;9;49;3;C52;2;6;1;38;2;3
2008;4;1;22;9;49;3;C57;5;1;2;33;2;4
2008;4;1;23;9;49;3;C18;9;6;1;48;1;1
2008;4;1;24;9;49;1;A1;8;1;1;28;2;1
2008;4;1;25;9;49;1;A2;3;1;1;43;2;1
2008;4;1;26;9;49;1;A3;3;1;1;72;1;1
2008;4;1;27;9;49;1;A5;3;2;1;43;2;1
2008;4;1;28;9;49;1;A6;3;2;1;43;2;1
2008;4;1;29;9;49;1;A7;3;3;1;43;2;1
2008;4;1;30;9;49;1;A8;3;3;1;62;1;1
2008;4;1;31;9;49;1;A9;3;3;1;82;1;1
2008;4;1;32;9;49;1;A10;3;4;1;38;2;1
2008;4;1;33;9;49;1;A12;2;4;1;38;2;1
2008;4;1;34;9;49;1;A13;1;5;1;28;2;1
2008;4;1;35;9;49;1;A15;14;5;2;33;2;1
2008;4;1;36;9;49;1;A16;1;6;1;33;2;1
2008;4;1;37;9;49;1;A17;2;6;1;62;1;1
2008;4;1;38;9;49;1;A31;6;5;2;62;1;2
2008;4;1;39;9;49;1;A19;12;1;2;33;2;2
2008;4;1;40;9;49;1;A36;1;6;1;33;2;2
2008;4;1;41;9;49;1;A42;6;2;1;28;2;3
2008;4;1;1;29;50;2;B19;13;1;1;38;2;2
2008;4;1;2;29;50;2;B24;11;2;1;57;1;2
2008;4;1;3;29;50;2;B29;2;4;1;62;1;2
2008;4;1;4;29;50;2;B23;7;2;1;38;2;2
2008;4;1;1;9;51;1;A11;3;4;1;62;1;1
2008;4;1;2;9;51;1;A1;8;1;1;28;2;1
2008;4;1;3;9;51;1;A3;3;1;1;72;1;1
2008;4;1;4;9;51;1;A3;3;1;1;72;1;1
2008;4;1;1;38;52;1;A13;1;5;1;28;2;1
2008;4;1;2;38;52;2;B9;1;3;1;48;2;1
2008;4;1;3;38;52;2;B13;12;5;2;62;1;1
2008;4;1;4;38;52;2;B12;2;4;1;38;2;1
2008;4;1;5;38;52;1;A13;1;5;1;28;2;1
2008;4;1;6;38;52;2;B10;2;4;1;67;1;1
2008;4;1;7;38;52;2;B11;2;4;1;43;2;1
2008;4;1;8;38;52;4;P16;7;6;1;33;2;1
2008;4;1;9;38;52;4;P1;3;1;1;38;1;1
2008;4;1;1;9;53;1;A13;1;5;1;28;2;1
2008;4;1;2;9;53;1;A2;3;1;1;43;2;1
2008;4;1;3;9;53;1;A5;3;2;1;43;2;1
2008;4;1;1;29;54;4;P4;4;2;1;38;1;1
2008;4;1;2;29;54;4;P6;2;2;1;43;1;1
2008;4;1;3;29;54;4;P17;2;6;2;38;1;1
2008;4;1;4;29;54;4;P10;4;4;2;65;1;1
2008;4;1;1;29;55;4;P11;4;4;2;38;1;1
2008;4;1;2;29;55;4;P16;7;6;1;33;2;1
2008;4;1;3;29;55;4;P15;4;5;2;38;1;1
2008;4;1;4;29;55;4;P15;4;5;2;38;1;1
2008;4;1;5;29;55;3;C1;4;1;2;28;2;1
2008;4;1;6;29;55;3;C13;9;5;1;48;1;1
2008;4;1;7;29;55;3;C13;9;5;1;48;1;1
2008;4;1;8;29;55;3;C17;14;6;1;48;1;1
2008;4;1;1;29;56;1;A14;3;5;1;60;1;1
2008;4;1;2;29;56;1;A15;14;5;2;33;2;1
2008;4;1;3;29;56;1;A24;2;2;1;48;1;2
2008;4;1;4;29;56;1;A35;14;6;2;33;2;2
2008;4;1;5;29;56;2;B4;10;2;1;52;1;1
2008;4;1;6;29;56;2;B1;4;1;1;57;1;1
2008;4;1;7;29;56;2;B32;6;5;1;38;2;2
2008;4;1;8;29;56;3;C14;9;5;1;23;2;1
2008;4;1;9;29;56;4;P20;7;1;1;23;2;2
2008;4;1;1;41;57;4;P40;4;2;1;43;1;3
2008;4;1;2;41;57;4;P51;9;5;1;28;2;3
2008;4;1;3;41;57;4;P61;1;3;2;28;2;4
2008;4;1;1;29;58;4;P4;4;2;1;38;1;1
2008;4;1;2;29;58;4;P25;2;3;2;43;1;2
2008;4;1;3;29;58;1;A7;3;3;1;43;2;1
2008;4;1;4;29;58;1;A11;3;4;1;62;1;1
2008;4;1;5;29;58;1;A9;3;3;1;82;1;1
2008;4;1;6;29;58;1;A23;6;2;2;33;2;2
2008;4;1;1;24;59;3;C44;14;3;1;55;1;3
2008;4;1;2;24;59;3;C45;11;3;1;55;1;3
2008;4;1;1;21;60;3;C17;14;6;1;48;1;1
2008;4;1;2;21;60;1;A15;14;5;2;33;2;1
2008;4;1;3;21;60;1;A4;3;2;2;38;2;1
2008;4;1;4;21;60;2;B4;10;2;1;52;1;1
2008;4;1;5;21;60;2;B1;4;1;1;57;1;1
2008;4;1;6;21;60;2;B1;4;1;1;57;1;1
2008;4;1;1;24;61;1;A15;14;5;2;33;2;1
2008;4;1;2;24;61;2;B1;4;1;1;57;1;1
2008;4;1;3;24;61;2;B10;2;4;1;67;1;1
2008;4;1;4;24;61;2;B12;2;4;1;38;2;1
2008;4;1;5;24;61;2;B15;9;5;1;38;2;1
2008;4;1;6;24;61;2;B24;11;2;1;57;1;2
2008;4;1;1;31;62;1;A6;3;2;1;43;2;1
2008;4;1;1;9;63;3;C13;9;5;1;48;1;1
2008;4;1;2;9;63;3;C1;4;1;2;28;2;1
2008;4;1;3;9;63;3;C5;11;2;1;48;1;1
2008;4;1;4;9;63;3;C14;9;5;1;23;2;1
2008;4;1;5;9;63;3;C18;9;6;1;48;1;1
2008;4;1;1;24;64;2;B10;2;4;1;67;1;1
2008;4;1;2;24;64;2;B11;2;4;1;43;2;1
2008;4;1;3;24;64;2;B12;2;4;1;38;2;1
2008;4;1;4;24;64;2;B13;12;5;2;62;1;1
2008;4;1;5;24;64;2;B14;2;5;1;62;1;1
2008;4;1;6;24;64;2;B13;12;5;2;62;1;1
2008;4;1;7;24;64;2;B10;2;4;1;67;1;1
2008;4;1;8;24;64;2;B20;8;1;1;43;2;2
2008;4;1;9;24;64;2;B21;12;1;1;67;1;2
2008;4;1;10;24;64;2;B22;2;2;1;67;1;2
2008;4;1;11;24;64;2;B27;2;3;1;57;1;2
2008;4;1;12;24;64;2;B30;9;4;1;57;1;2
2008;4;1;13;24;64;2;B12;2;4;1;38;2;1
2008;4;1;14;24;64;2;B10;2;4;1;67;1;1
2008;4;1;1;24;65;1;A13;1;5;1;28;2;1
2008;4;1;2;24;65;1;A21;1;1;1;62;1;2
2008;4;1;3;24;65;1;A14;3;5;1;60;1;1
2008;4;1;4;24;65;1;A16;1;6;1;33;2;1
2008;4;1;1;24;66;2;B15;9;5;1;38;2;1
2008;4;1;2;24;66;1;A4;3;2;2;38;2;1
2008;4;1;3;24;66;1;A28;1;4;2;43;2;2
2008;4;1;1;24;67;1;A5;3;2;1;43;2;1
2008;4;1;2;24;67;1;A6;3;2;1;43;2;1
2008;4;1;3;24;67;1;A10;3;4;1;38;2;1
2008;4;1;4;24;67;1;A9;3;3;1;82;1;1
2008;4;1;5;24;67;1;A12;2;4;1;38;2;1
2008;4;1;6;24;67;1;A15;14;5;2;33;2;1
2008;4;1;7;24;67;1;A18;4;6;1;38;2;1
2008;4;1;8;24;67;1;A34;2;6;1;38;2;2
2008;4;1;9;24;67;1;A21;1;1;1;62;1;2
2008;4;1;10;24;67;1;A30;6;4;1;38;2;2
2008;4;1;11;24;67;2;B4;10;2;1;52;1;1
2008;4;1;12;24;67;2;B3;12;1;1;52;1;1
2008;4;1;13;24;67;2;B1;4;1;1;57;1;1
2008;4;1;14;24;67;2;B15;9;5;1;38;2;1
2008;4;1;15;24;67;2;B32;6;5;1;38;2;2
2008;4;1;16;24;67;2;B33;6;5;2;33;2;2
2008;4;1;17;24;67;3;C4;4;2;1;48;1;1
2008;4;1;18;24;67;3;C35;9;6;1;50;1;2
2008;4;1;19;24;67;3;C49;4;5;2;26;2;3
2008;4;1;20;24;67;3;C58;14;2;2;48;1;4
2008;4;1;21;24;67;3;C55;13;1;1;48;1;4
2008;4;1;1;24;68;1;A6;3;2;1;43;2;1
2008;4;1;2;24;68;2;B4;10;2;1;52;1;1
2008;4;1;1;24;69;1;A16;1;6;1;33;2;1
2008;4;1;2;24;69;3;C2;12;1;1;43;1;1
2008;4;1;3;24;69;3;C4;4;2;1;48;1;1
2008;4;1;4;24;69;3;C9;6;3;1;48;1;1
2008;4;1;5;24;69;3;C1;4;1;2;28;2;1
2008;4;1;6;24;69;1;A2;3;1;1;43;2;1
2008;4;1;7;24;69;2;B1;4;1;1;57;1;1
2008;4;1;8;24;69;3;C35;9;6;1;50;1;2
2008;4;1;9;24;69;3;C21;14;1;1;57;1;2
2008;4;1;10;24;69;3;C54;14;6;1;57;1;3
2008;4;1;11;24;69;3;C56;6;1;2;57;1;4
2008;4;1;12;24;69;2;B4;10;2;1;52;1;1
2008;4;1;1;41;70;2;B31;9;5;1;57;1;2
2008;4;1;2;41;70;2;B23;7;2;1;38;2;2
2008;4;1;3;41;70;2;B24;11;2;1;57;1;2
2008;4;1;1;9;71;1;A16;1;6;1;33;2;1
2008;4;1;1;29;72;3;C4;4;2;1;48;1;1
