session_id,n_clicks_observed,n_unique_pages,n_unique_models,n_unique_categories,n_unique_colours,price_mean,price_min,price_max,price_std,high_price_share_first_n,high_price_count_first_n,category_entropy,category_share_blouses,category_share_sale,category_share_skirts,category_share_trousers,top_category_share,mean_model_frequency,max_model_frequency,min_model_frequency,last_page,last_location,first_model_frequency,last_model_frequency,last_category_frequency,last_colour_frequency,category_transition_count
21,7,1,7,3,5,40.714285714285715,23,67,13.780593670258256,0.42857142857142855,3,1.5566567074628228,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.42857142857142855,0.010468627786151988,0.016201941090443213,0.006037202219079735,1,1,0.006037202219079735,0.016201941090443213,0.23415763201469716,0.17681931904710105,3
22,4,2,4,1,3,44.0,38,62,12.0,0.25,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.009453146717913388,0.013778599659160956,0.003275439041782999,2,1,0.012146923383734,0.003275439041782999,0.3006031158973615,0.17987115800669592,0
23,3,3,3,3,2,41.0,33,57,13.856406460551018,0.3333333333333333,1,1.584962500721156,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.007654777588422753,0.01504163796125071,0.0020244872306223335,4,1,0.01504163796125071,0.0020244872306223335,0.23415763201469716,0.17987115800669592,2
24,6,2,6,3,4,42.666666666666664,33,57,9.500877152487904,0.5,3,1.2516291673878228,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.010245315477557401,0.021628775517603973,0.002918887559374887,1,1,0.009379116960972721,0.016201941090443213,0.23415763201469716,0.17681931904710105,2
25,2,1,2,2,2,43.0,38,48,7.0710678118654755,0.5,1,1.0,0.5,0.0,0.5,0.0,0.5,0.007762548799207126,0.008805008641841014,0.006720088956573238,1,3,0.008805008641841014,0.006720088956573238,0.23313028028572463,0.038042230199306235,1
26,2,1,2,1,1,50.0,38,62,16.97056274847714,0.5,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.015316605629887476,0.016854611600613995,0.013778599659160956,1,4,0.016854611600613995,0.013778599659160956,0.3006031158973615,0.17681931904710105,0
27,5,1,5,3,4,46.8,38,57,7.049822692805827,0.8,4,1.3709505944546687,0.6,0.0,0.2,0.2,0.6,0.007644705512648513,0.015241065061580671,0.003934152797418326,1,6,0.007336499993956754,0.003934152797418326,0.23313028028572463,0.08177115438074864,2
28,6,1,6,3,4,42.5,28,65,13.095800853708795,0.3333333333333333,2,1.4591479170272448,0.16666666666666666,0.3333333333333333,0.0,0.5,0.5,0.009155516878784582,0.01504163796125071,0.0024293846767468002,1,4,0.01088992832710879,0.0024293846767468002,0.23415763201469716,0.09981628533787786,2
29,3,1,3,1,2,44.333333333333336,28,62,17.03917055884274,0.3333333333333333,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.01344823557376587,0.016854611600613995,0.00980214414349082,1,3,0.016854611600613995,0.00980214414349082,0.3006031158973615,0.17681931904710105,0
30,11,3,11,3,6,39.72727272727273,28,62,9.839623052646978,0.18181818181818182,2,1.4949188482339508,0.36363636363636365,0.0,0.18181818181818182,0.45454545454545453,0.45454545454545453,0.0058114045930863075,0.01504163796125071,0.0020244872306223335,2,6,0.002918887559374887,0.002151395385377763,0.3006031158973615,0.04704666594147721,2
31,12,4,9,3,8,44.25,26,57,9.430366810565651,0.5833333333333334,7,1.4591479170272448,0.5,0.0,0.3333333333333333,0.16666666666666666,0.5,0.00977746755784393,0.021628775517603973,0.002858455104729444,3,4,0.008388024704787458,0.002858455104729444,0.23313028028572463,0.17987115800669592,5
32,3,2,3,2,3,38.0,33,43,5.0,0.0,0,0.9182958340544896,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.010881870666489398,0.018208298584671913,0.002290390031062282,2,4,0.018208298584671913,0.002290390031062282,0.23415763201469716,0.010074090189395313,1
33,21,4,19,3,9,41.61904761904762,28,72,11.68107953262964,0.47619047619047616,10,1.115520093581932,0.0,0.6666666666666666,0.047619047619047616,0.2857142857142857,0.6666666666666666,0.006334472341216603,0.018208298584671913,0.00027798929136903683,1,2,0.00925220880621729,0.006683829483785973,0.23415763201469716,0.09981628533787786,5
34,2,1,2,2,2,52.5,48,57,6.363961030678928,1.0,2,1.0,0.5,0.0,0.5,0.0,0.5,0.009243143938020476,0.009379116960972721,0.009107170915068229,1,1,0.009107170915068229,0.009379116960972721,0.23210897180221665,0.09981628533787786,1
35,5,2,5,2,3,50.4,33,62,12.541929676090518,0.6,3,0.7219280948873623,0.0,0.0,0.2,0.8,0.8,0.011667089693849183,0.021628775517603973,0.003076011941453038,1,4,0.021628775517603973,0.016854611600613995,0.3006031158973615,0.17681931904710105,1
36,2,1,1,1,1,33.0,33,33,0.0,0.0,0,-0.0,0.0,1.0,0.0,0.0,1.0,0.009113214160532773,0.009113214160532773,0.009113214160532773,1,6,0.009113214160532773,0.009113214160532773,0.23415763201469716,0.04155335581420646,0
37,7,2,7,3,4,48.857142857142854,28,62,13.837492203292852,0.7142857142857143,5,1.4488156357251847,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.00946458571825699,0.016854611600613995,0.0030457957141303165,1,5,0.00573503994585252,0.008853354605557369,0.23415763201469716,0.09981628533787786,2
38,4,2,4,2,3,45.25,33,62,12.120918557051139,0.5,2,1.0,0.0,0.5,0.0,0.5,0.5,0.01128576090503644,0.016854611600613995,0.004949418035461764,1,2,0.009113214160532773,0.014225799823537232,0.3006031158973615,0.17681931904710105,1
39,2,2,2,2,2,38.0,28,48,14.142135623730951,0.5,1,1.0,0.5,0.0,0.0,0.5,0.5,0.00844543553670063,0.013687950977192791,0.003202920096208468,1,1,0.003202920096208468,0.013687950977192791,0.3006031158973615,0.016099205917545958,1
40,7,2,7,2,4,48.42857142857143,33,82,17.443787268988185,0.2857142857142857,2,0.863120568566631,0.0,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.012111527231727384,0.018208298584671913,0.002665071249864027,2,5,0.018208298584671913,0.002665071249864027,0.23210897180221665,0.10561175773837582,1
41,2,2,2,1,2,30.5,28,33,3.5355339059327378,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.007928738049482093,0.013687950977192791,0.002169525121771396,2,1,0.013687950977192791,0.002169525121771396,0.3006031158973615,0.05336185745192598,0
42,1,1,1,1,1,43.0,43,43,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.014225799823537232,0.014225799823537232,0.014225799823537232,1,2,0.014225799823537232,0.014225799823537232,0.3006031158973615,0.17681931904710105,0
43,23,2,11,1,6,52.869565217391305,38,62,8.291859906647149,0.782608695652174,18,-0.0,0.0,0.0,1.0,0.0,1.0,0.00802490447730919,0.011596988046460472,0.004061060952173756,2,2,0.006708002465644149,0.008406154441181092,0.23210897180221665,0.04155335581420646,0
44,11,3,11,3,5,50.63636363636363,33,67,10.121983276737097,0.7272727272727273,8,1.4353713907745331,0.2727272727272727,0.0,0.5454545454545454,0.18181818181818182,0.5454545454545454,0.008044109099259757,0.01550696786202062,0.003202920096208468,4,1,0.014225799823537232,0.004846682862564512,0.23313028028572463,0.010074090189395313,2
45,3,2,3,1,3,43.666666666666664,33,60,14.364307617610164,0.3333333333333333,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.01153454117666018,0.015241065061580671,0.004320920507149159,2,4,0.015241065061580671,0.004320920507149159,0.3006031158973615,0.17987115800669592,0
46,1,1,1,1,1,62.0,62,62,0.0,1.0,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.016854611600613995,0.016854611600613995,0.016854611600613995,1,4,0.016854611600613995,0.016854611600613995,0.3006031158973615,0.17681931904710105,0
47,5,2,5,2,5,46.6,33,67,14.638989036132243,0.6,3,0.9709505944546686,0.0,0.4,0.6,0.0,0.6,0.010789610452397357,0.016201941090443213,0.004055017706709211,3,5,0.009379116960972721,0.004055017706709211,0.23415763201469716,0.09632328945937126,1
48,3,1,3,2,2,38.0,38,38,0.0,0.6666666666666666,2,0.9182958340544896,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.010259416383641338,0.015241065061580671,0.006683829483785973,1,5,0.015241065061580671,0.008853354605557369,0.23415763201469716,0.09981628533787786,1
49,41,4,40,3,14,43.53658536585366,20,82,14.866232812948292,0.4634146341463415,19,1.4129924795849116,0.43902439024390244,0.0,0.12195121951219512,0.43902439024390244,0.43902439024390244,0.007883045217920905,0.021628775517603973,0.0011119571654761473,3,2,0.021628775517603973,0.004024801479386489,0.3006031158973615,0.10561175773837582,2
50,4,1,4,1,4,48.75,38,62,12.579745625409124,0.5,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.0074331919213894634,0.0113552582278787,0.0032633525508539104,2,2,0.006708002465644149,0.008406154441181092,0.23210897180221665,0.04155335581420646,0
51,4,1,3,1,2,58.5,28,72,20.872629605937693,0.75,3,-0.0,0.0,0.0,0.0,1.0,1.0,0.01347341576320147,0.016854611600613995,0.011675550237499548,1,1,0.016854611600613995,0.011675550237499548,0.3006031158973615,0.17681931904710105,0
52,9,1,8,3,5,42.77777777777778,28,67,13.971200536977646,0.3333333333333333,3,1.4355205042826666,0.0,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.010461529370844429,0.016201941090443213,0.005076326190217194,1,1,0.009530198097586328,0.016201941090443213,0.23415763201469716,0.17681931904710105,4
53,3,1,3,1,2,38.0,28,43,8.660254037844387,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.013988098835265158,0.018208298584671913,0.009530198097586328,1,2,0.009530198097586328,0.014225799823537232,0.3006031158973615,0.17681931904710105,0
54,4,1,4,1,2,46.0,38,65,12.884098726725126,1.0,4,-0.0,0.0,1.0,0.0,0.0,1.0,0.006088569805528361,0.009282425033540013,0.0024293846767468002,1,4,0.006683829483785973,0.0024293846767468002,0.23415763201469716,0.09981628533787786,0
55,8,1,6,2,4,39.875,28,48,7.529703086538577,0.75,6,1.0,0.5,0.5,0.0,0.0,0.5,0.007294952681388012,0.009113214160532773,0.004429698925510956,1,6,0.004429698925510956,0.009107170915068229,0.23313028028572463,0.09632328945937126,1
56,9,2,9,4,8,40.77777777777778,23,60,14.015864027752427,0.4444444444444444,4,1.7527152789797045,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.008408840328054222,0.021628775517603973,0.0017404546937887524,2,1,0.0055960453001680024,0.004000628497528313,0.23415763201469716,0.04155335581420646,3
57,3,2,3,1,3,33.0,28,43,8.660254037844387,0.3333333333333333,1,-0.0,0.0,1.0,0.0,0.0,1.0,0.0024152837706628637,0.003184790359814835,0.0014564221569551713,4,3,0.0014564221569551713,0.003184790359814835,0.23415763201469716,0.04704666594147721,0
58,6,2,6,2,4,50.166666666666664,33,82,18.43276069032164,0.6666666666666666,4,0.9182958340544896,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.008167446245331592,0.016854611600613995,0.0015772870662460567,2,2,0.006683829483785973,0.0024656441495340656,0.3006031158973615,0.10561175773837582,1
59,2,1,2,1,2,55.0,55,55,0.0,1.0,2,-0.0,1.0,0.0,0.0,0.0,1.0,0.0023538441084399965,0.002882628086587621,0.0018250601302923723,3,3,0.002882628086587621,0.0018250601302923723,0.23313028028572463,0.03198085499836832,0
60,6,1,5,3,4,47.5,33,57,10.014988766843425,0.6666666666666666,4,1.4591479170272448,0.16666666666666666,0.0,0.5,0.3333333333333333,0.5,0.013296147229574838,0.021628775517603973,0.009107170915068229,1,1,0.009107170915068229,0.009379116960972721,0.23210897180221665,0.09981628533787786,2
61,6,2,6,2,5,48.333333333333336,33,67,13.764689123502452,0.5,3,0.6500224216483541,0.0,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.011435834834072624,0.01550696786202062,0.008273203040961118,2,2,0.01504163796125071,0.0113552582278787,0.23210897180221665,0.03198085499836832,1
62,1,1,1,1,1,43.0,43,43,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.01088992832710879,0.01088992832710879,0.01088992832710879,1,2,0.01088992832710879,0.01088992832710879,0.3006031158973615,0.17681931904710105,0
63,5,1,5,1,3,39.0,23,48,12.449899597988733,0.6,3,-0.0,1.0,0.0,0.0,0.0,1.0,0.0068977603732308405,0.011083312181974208,0.003934152797418326,1,6,0.005650434509348901,0.003934152797418326,0.23313028028572463,0.08177115438074864,0
64,14,2,10,1,4,56.92857142857143,38,67,11.398139427888326,0.7142857142857143,10,-0.0,0.0,0.0,1.0,0.0,1.0,0.00885076464321542,0.01550696786202062,0.002411254940353167,1,4,0.01550696786202062,0.01550696786202062,0.23210897180221665,0.17987115800669592,0
65,4,2,4,1,2,45.75,28,62,17.745891543302825,0.5,2,-0.0,0.0,0.0,0.0,1.0,1.0,0.007975573201832311,0.009530198097586328,0.0055960453001680024,1,6,0.009530198097586328,0.008388024704787458,0.3006031158973615,0.04704666594147721,0
66,3,2,3,2,3,39.666666666666664,38,43,2.88675134594813,0.0,0,0.9182958340544896,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.009125300651461861,0.015241065061580671,0.003076011941453038,2,4,0.009058824951351874,0.003076011941453038,0.3006031158973615,0.04704666594147721,1
67,21,4,21,3,10,44.904761904761905,26,82,12.148682076277911,0.42857142857142855,9,1.5190461643198379,0.23809523809523808,0.0,0.2857142857142857,0.47619047619047616,0.47619047619047616,0.008563566596852793,0.021628775517603973,0.002665071249864027,4,1,0.014225799823537232,0.0036138607877974787,0.23313028028572463,0.038042230199306235,2
68,2,1,2,2,2,47.5,43,52,6.363961030678928,0.5,1,1.0,0.0,0.0,0.5,0.5,0.5,0.01625935192235638,0.021628775517603973,0.01088992832710879,1,2,0.01088992832710879,0.021628775517603973,0.23210897180221665,0.021628775517603973,1
69,12,4,12,3,8,47.75,28,57,9.621235981836316,0.75,9,1.2516291673878228,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.008529537369415538,0.021628775517603973,0.00410940691589011,1,2,0.008388024704787458,0.021628775517603973,0.23210897180221665,0.021628775517603973,5
70,3,1,3,1,3,50.666666666666664,38,57,10.96965511460289,0.6666666666666666,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.009419405264069683,0.0113552582278787,0.008406154441181092,2,2,0.008496803123149255,0.0113552582278787,0.23210897180221665,0.03198085499836832,0
71,1,1,1,1,1,33.0,33,33,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.008388024704787458,0.008388024704787458,0.008388024704787458,1,6,0.008388024704787458,0.008388024704787458,0.3006031158973615,0.04704666594147721,0
72,1,1,1,1,1,48.0,48,48,0.0,1.0,1,-0.0,1.0,0.0,0.0,0.0,1.0,0.0051730181176499026,0.0051730181176499026,0.0051730181176499026,1,2,0.0051730181176499026,0.0051730181176499026,0.23313028028572463,0.09981628533787786,0
73,1,1,1,1,1,38.0,38,38,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0028886713320521655,0.0028886713320521655,0.0028886713320521655,2,3,0.0028886713320521655,0.0028886713320521655,0.3006031158973615,0.17987115800669592,0
74,7,3,7,2,4,41.42857142857143,28,62,10.75262980014878,0.42857142857142855,3,0.9852281360342515,0.0,0.42857142857142855,0.0,0.5714285714285714,0.5714285714285714,0.003894440041508463,0.005958640028040659,0.0023749954675659018,2,1,0.004200055597858274,0.0023749954675659018,0.23415763201469716,0.17987115800669592,1
75,1,1,1,1,1,52.0,52,52,0.0,1.0,1,-0.0,0.0,0.0,1.0,0.0,1.0,0.021628775517603973,0.021628775517603973,0.021628775517603973,1,2,0.021628775517603973,0.021628775517603973,0.23210897180221665,0.021628775517603973,0
76,15,5,13,3,7,40.333333333333336,28,48,8.208590157935307,0.6,9,1.103307408607834,0.13333333333333333,0.7333333333333333,0.0,0.13333333333333333,0.7333333333333333,0.004832581956480575,0.01504163796125071,0.0010333949744370716,3,1,0.0023749954675659018,0.004502217871085488,0.23415763201469716,0.09632328945937126,5
77,6,1,6,1,6,46.666666666666664,38,57,8.091147425839345,0.5,3,-0.0,0.0,0.0,1.0,0.0,1.0,0.007954925446495118,0.009379116960972721,0.0033781742146802517,1,2,0.009324727751791823,0.0033781742146802517,0.23210897180221665,0.09632328945937126,0
78,1,1,1,1,1,33.0,33,33,0.0,0.0,0,-0.0,1.0,0.0,0.0,0.0,1.0,0.002665071249864027,0.002665071249864027,0.002665071249864027,2,3,0.002665071249864027,0.002665071249864027,0.23313028028572463,0.17987115800669592,0
79,12,2,12,2,5,38.75,28,72,12.877923322139678,0.4166666666666667,5,0.9182958340544896,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.007721756892321453,0.018208298584671913,0.001323470756735197,2,5,0.013687950977192791,0.004949418035461764,0.23415763201469716,0.08177115438074864,1
80,3,1,3,3,3,39.666666666666664,33,43,5.773502691896258,0.3333333333333333,1,1.584962500721156,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.008164424622599321,0.01088992832710879,0.004320920507149159,1,2,0.009282425033540013,0.01088992832710879,0.3006031158973615,0.17681931904710105,2
81,8,1,6,2,6,45.125,38,67,10.868532559642079,0.625,5,0.8112781244591328,0.0,0.25,0.75,0.0,0.75,0.011284250093670305,0.021628775517603973,0.008508889614078344,1,5,0.008853354605557369,0.008853354605557369,0.23415763201469716,0.09981628533787786,2
82,10,2,10,4,7,46.2,28,62,12.044362443345294,0.6,6,1.8464393446710154,0.3,0.1,0.2,0.4,0.4,0.010336971367102989,0.018208298584671913,0.0029853632594848737,1,5,0.018208298584671913,0.008853354605557369,0.23415763201469716,0.09981628533787786,3
83,9,1,8,2,7,41.333333333333336,33,48,6.123724356957944,0.7777777777777778,7,0.9182958340544896,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.008287975418763338,0.016201941090443213,0.003934152797418326,1,2,0.009113214160532773,0.009282425033540013,0.23415763201469716,0.17987115800669592,2
84,4,2,4,2,4,52.5,38,67,12.396235987858034,0.75,3,0.8112781244591328,0.25,0.0,0.75,0.0,0.75,0.006801672770344587,0.0113552582278787,0.0024293846767468002,1,6,0.0113552582278787,0.009107170915068229,0.23313028028572463,0.09632328945937126,1
85,1,1,1,1,1,28.0,28,28,0.0,0.0,0,-0.0,1.0,0.0,0.0,0.0,1.0,0.003704509469765643,0.003704509469765643,0.003704509469765643,1,4,0.003704509469765643,0.003704509469765643,0.23313028028572463,0.08177115438074864,0
86,14,3,14,3,8,43.07142857142857,20,62,15.27926843654643,0.42857142857142855,6,1.4926140680171256,0.21428571428571427,0.0,0.5,0.2857142857142857,0.5,0.008167446245331594,0.021628775517603973,0.0028886713320521655,2,3,0.0071189431572331605,0.005898207573395216,0.23210897180221665,0.17987115800669592,2
87,4,1,4,2,2,44.0,33,62,12.675435561221029,0.5,2,0.8112781244591328,0.0,0.25,0.0,0.75,0.75,0.013761980734133459,0.016201941090443213,0.009578544061302681,1,1,0.014225799823537232,0.016201941090443213,0.23415763201469716,0.17681931904710105,1
88,6,1,6,2,4,39.666666666666664,28,48,8.16496580927726,0.6666666666666666,4,1.0,0.5,0.5,0.0,0.0,0.5,0.005710866963994344,0.006943689038761376,0.0039945852520637684,1,3,0.006683829483785973,0.005608131791097091,0.23313028028572463,0.10561175773837582,1
89,1,1,1,1,1,50.0,50,50,0.0,1.0,1,-0.0,1.0,0.0,0.0,0.0,1.0,0.004617039534911829,0.004617039534911829,0.004617039534911829,2,6,0.004617039534911829,0.004617039534911829,0.23313028028572463,0.08177115438074864,0
90,1,1,1,1,1,38.0,38,38,0.0,1.0,1,-0.0,0.0,1.0,0.0,0.0,1.0,0.016201941090443213,0.016201941090443213,0.016201941090443213,1,1,0.016201941090443213,0.016201941090443213,0.23415763201469716,0.17681931904710105,0
91,5,1,5,4,3,43.8,28,67,16.376812876747415,0.6,3,1.9219280948873623,0.4,0.2,0.2,0.2,0.4,0.008424284177574725,0.01550696786202062,0.003934152797418326,1,3,0.013687950977192791,0.0039945852520637684,0.23415763201469716,0.17987115800669592,3
92,1,1,1,1,1,38.0,38,38,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0038858068337019715,0.0038858068337019715,0.0038858068337019715,2,5,0.0038858068337019715,0.0038858068337019715,0.3006031158973615,0.17987115800669592,0
93,1,1,1,1,1,43.0,43,43,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.018208298584671913,0.018208298584671913,0.018208298584671913,1,1,0.018208298584671913,0.018208298584671913,0.3006031158973615,0.17681931904710105,0
94,13,5,13,3,4,45.38461538461539,23,72,13.086497249318104,0.6923076923076923,9,1.5262349099495227,0.0,0.46153846153846156,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.007735354194616678,0.018208298584671913,0.0015772870662460567,1,1,0.009282425033540013,0.007336499993956754,0.23210897180221665,0.17681931904710105,3
95,2,1,2,1,2,48.0,48,48,0.0,1.0,2,-0.0,1.0,0.0,0.0,0.0,1.0,0.0034355850465934224,0.0036138607877974787,0.0032573093053893665,4,1,0.0032573093053893665,0.0036138607877974787,0.23313028028572463,0.038042230199306235,0
96,5,3,5,3,4,48.4,38,57,9.710818709048171,0.6,3,1.3709505944546687,0.2,0.0,0.6,0.2,0.6,0.00867205724162104,0.015241065061580671,0.003166660623421202,1,2,0.003166660623421202,0.015241065061580671,0.3006031158973615,0.17681931904710105,2
97,1,1,1,1,1,43.0,43,43,0.0,1.0,1,-0.0,0.0,1.0,0.0,0.0,1.0,0.009282425033540013,0.009282425033540013,0.009282425033540013,1,2,0.009282425033540013,0.009282425033540013,0.23415763201469716,0.17987115800669592,0
