session_id,n_clicks_observed,n_unique_pages,n_unique_models,n_unique_categories,n_unique_colours,price_mean,price_min,price_max,price_std,high_price_share_first_n,high_price_count_first_n,category_entropy,category_share_blouses,category_share_sale,category_share_skirts,category_share_trousers,top_category_share,mean_model_frequency,max_model_frequency,min_model_frequency,last_page,last_location,first_model_frequency,last_model_frequency,last_category_frequency,last_colour_frequency,category_transition_count,category_switch_rate,colour_switch_rate,model_switch_rate,mean_price_diff,std_price_diff,mean_price_deviation,category_revisit_rate,model_revisit_rate,colour_revisit_rate,max_abs_price_diff,n_price_increases,n_price_decreases,exploration_velocity_categories,exploration_velocity_models
11,1,1,1,1,1,72.0,72,72,0.0,1.0,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.01564218797219704,0.01564218797219704,0.01564218797219704,1,1,0.01564218797219704,0.01564218797219704,0.3564944091870656,0.21770927772741008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
12,5,2,4,1,4,54.0,52,57,2.7386127875258306,1.0,5,-0.0,0.0,0.0,1.0,0.0,1.0,0.011614385010577214,0.027778785131459656,0.005306739196131762,2,3,0.027778785131459656,0.005717739498337866,0.2640072529465095,0.17448171653067393,0,0.0,0.6,0.6,1.0,2.23606797749979,1.35,0.8,0.2,0.2,5.0,1,0,1.0,0.6
13,3,1,3,1,2,38.0,28,43,8.660254037844387,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.02276216379570867,0.027126019945602903,0.01861589604110003,1,2,0.022544575400423088,0.01861589604110003,0.3564944091870656,0.21770927772741008,0,0.0,0.3333333333333333,0.6666666666666666,5.0,8.660254037844387,4.166666666666667,0.6666666666666666,0.0,0.3333333333333333,15.0,1,0,1.0,0.6666666666666666
14,1,1,1,1,1,43.0,43,43,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0037110909640374738,0.0037110909640374738,0.0037110909640374738,3,2,0.0037110909640374738,0.0037110909640374738,0.3564944091870656,0.0923541855545482,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
15,5,1,5,2,3,45.6,28,57,12.074767078498866,0.4,2,0.9709505944546686,0.0,0.0,0.4,0.6,0.6,0.017825324871562406,0.027126019945602903,0.008570565125415533,1,1,0.022544575400423088,0.008570565125415533,0.2640072529465095,0.21770927772741008,1,0.2,0.6,0.8,5.8,7.9498427657407165,7.63,0.6,0.0,0.4,15.0,2,0,0.7,0.6
16,2,1,2,1,2,30.5,28,33,3.5355339059327378,0.0,0,-0.0,0.0,1.0,0.0,0.0,1.0,0.0014022363251737686,0.0022605016621335752,0.0005439709882139619,4,3,0.0022605016621335752,0.0005439709882139619,0.175255364158356,0.06035660320338471,0,0.0,0.5,0.5,2.5,3.5355339059327378,1.25,0.5,0.0,0.0,5.0,1,0,1.0,0.75
17,5,4,5,3,3,39.8,18,57,14.956603892595405,0.4,2,1.3709505944546687,0.6,0.0,0.2,0.2,0.6,0.006549410698096102,0.013720157147174374,0.0007615593834995467,2,3,0.007796917497733454,0.007506799637352675,0.2640072529465095,0.033593230583257784,3,0.6,0.6,0.8,1.8,24.772969139770066,-1.2266666666666666,0.4,0.0,0.4,39.0,2,2,0.6,0.6
18,5,1,4,1,3,47.6,28,62,14.501724035437993,0.4,2,-0.0,0.0,0.0,0.0,1.0,1.0,0.01681474765790269,0.027126019945602903,0.011193714113025083,1,3,0.011604714415231188,0.011193714113025083,0.3564944091870656,0.21770927772741008,0,0.0,0.6,0.6,-3.8,13.590437814875575,-7.6033333333333335,0.8,0.2,0.4,19.0,1,2,1.0,0.55
19,5,2,5,3,4,39.0,33,48,6.51920240520265,0.4,2,1.3709505944546687,0.6,0.2,0.0,0.2,0.6,0.007985494106980962,0.015061952251435478,0.0013176186158960412,1,4,0.015061952251435478,0.005693563009972802,0.175255364158356,0.0923541855545482,2,0.4,0.6,0.8,-1.0,9.617692030835672,0.4666666666666671,0.4,0.0,0.2,15.0,1,3,0.6666666666666666,0.6
20,3,2,3,2,2,36.333333333333336,33,38,2.886751345948128,0.3333333333333333,1,0.9182958340544896,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.014413216480306237,0.022375339981867633,0.0024780900574191598,1,1,0.022375339981867633,0.018386219401631914,0.175255364158356,0.21770927772741008,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,5.0,-0.27777777777777857,0.3333333333333333,0.0,0.3333333333333333,5.0,1,1,0.6666666666666666,0.6666666666666666
21,5,1,5,3,3,39.8,23,67,16.39207125411551,0.2,1,1.3709505944546687,0.2,0.2,0.6,0.0,0.6,0.011317014203686915,0.021686310063463284,0.005693563009972802,1,5,0.005693563009972802,0.007978241160471442,0.2042429737080689,0.07014808099123603,2,0.4,0.4,0.8,-2.0,21.863211109075447,0.14000000000000057,0.4,0.0,0.4,29.0,2,2,0.6666666666666666,0.6
22,4,2,4,1,3,44.0,38,62,12.0,0.25,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.010102750075551526,0.015061952251435478,0.0032154729525536415,2,1,0.01326080386823814,0.0032154729525536415,0.3564944091870656,0.17448171653067393,0,0.0,0.75,0.75,0.0,19.595917942265423,2.5,0.75,0.0,0.25,24.0,1,1,1.0,0.625
23,3,3,3,3,2,41.0,33,57,13.856406460551018,0.3333333333333333,1,1.584962500721156,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.009215271481817265,0.02076760350559081,0.0011604714415231188,4,1,0.02076760350559081,0.0011604714415231188,0.175255364158356,0.17448171653067393,2,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,24.0,1.3333333333333333,0.0,0.0,0.3333333333333333,24.0,1,1,0.6666666666666666,0.6666666666666666
24,5,2,5,2,3,43.6,33,57,10.310189135025604,0.4,2,0.7219280948873623,0.2,0.0,0.8,0.0,0.8,0.010860078573587187,0.027778785131459656,0.003155031731640979,1,5,0.012269567845270474,0.003155031731640979,0.2042429737080689,0.09132668479903294,1,0.2,0.6,0.8,-4.8,12.87245120402482,-5.07,0.6,0.0,0.4,19.0,1,3,0.6,0.6
25,2,1,2,2,2,43.0,38,48,7.0710678118654755,0.5,1,1.0,0.5,0.0,0.5,0.0,0.5,0.009307948020550015,0.010818978543366576,0.007796917497733454,1,3,0.010818978543366576,0.007796917497733454,0.2042429737080689,0.033593230583257784,1,0.5,0.5,0.5,5.0,7.0710678118654755,2.5,0.0,0.0,0.0,10.0,1,0,0.75,0.75
26,2,1,2,1,1,50.0,38,62,16.97056274847714,0.5,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.018930190389845874,0.02279842852825627,0.015061952251435478,1,4,0.02279842852825627,0.015061952251435478,0.3564944091870656,0.21770927772741008,0,0.0,0.0,0.5,-12.0,16.97056274847714,-6.0,0.5,0.0,0.5,24.0,0,1,1.0,0.75
27,5,1,5,3,4,46.8,38,57,7.049822692805827,0.8,4,1.3709505944546687,0.6,0.0,0.2,0.2,0.6,0.009818071925052886,0.022375339981867633,0.00413417951042611,1,6,0.008570565125415533,0.00413417951042611,0.2042429737080689,0.07014808099123603,2,0.4,0.6,0.8,-1.8,9.934787365615835,-1.9599999999999995,0.4,0.0,0.2,19.0,2,1,0.7999999999999999,0.6
28,5,1,5,3,3,38.0,28,48,7.905694150420948,0.2,1,1.3709505944546687,0.2,0.2,0.0,0.6,0.6,0.012656391659111513,0.02076760350559081,0.005935327893623451,1,1,0.013720157147174374,0.005935327893623451,0.175255364158356,0.21770927772741008,2,0.4,0.8,0.8,-3.0,12.041594578792296,-1.5,0.4,0.0,0.4,20.0,2,2,0.5333333333333333,0.6
29,3,1,3,1,2,44.333333333333336,28,62,17.03917055884274,0.3333333333333333,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.01884557268056815,0.02279842852825627,0.011193714113025083,1,3,0.02279842852825627,0.011193714113025083,0.3564944091870656,0.21770927772741008,0,0.0,0.6666666666666666,0.6666666666666666,-6.333333333333333,25.106440076867397,-6.111111111111112,0.6666666666666666,0.0,0.3333333333333333,34.0,1,1,1.0,0.6666666666666666
30,5,2,5,2,4,39.0,28,48,8.94427190999916,0.2,1,0.9709505944546686,0.6,0.0,0.4,0.0,0.6,0.003106678754910849,0.005149592021758839,0.0014989422786340285,2,5,0.0034451495920217587,0.0014989422786340285,0.2042429737080689,0.06035660320338471,1,0.2,0.6,0.8,-1.0,16.73320053068151,-0.7,0.6,0.0,0.2,20.0,2,2,0.8,0.6
31,5,1,5,3,5,43.8,33,52,7.9498427657407165,0.6,3,1.5219280948873621,0.4,0.0,0.4,0.2,0.4,0.014411604714415233,0.027778785131459656,0.00971894832275612,1,6,0.010927772741009369,0.00971894832275612,0.2042429737080689,0.08348141432456936,2,0.4,0.8,0.8,3.0,12.369316876852983,3.1900000000000004,0.4,0.0,0.0,19.0,2,1,0.7333333333333334,0.6
32,3,2,3,2,3,38.0,33,43,5.0,0.0,0,0.9182958340544896,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.013986098519190089,0.027126019945602903,0.0015714717437292232,2,4,0.027126019945602903,0.0015714717437292232,0.175255364158356,0.0060441220912662436,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,-3.3333333333333335,2.8867513459481287,-2.5,0.3333333333333333,0.0,0.0,5.0,0,2,0.6666666666666666,0.6666666666666666
33,5,1,5,2,2,51.6,38,72,14.638989036132243,0.6,3,0.7219280948873623,0.0,0.2,0.0,0.8,0.8,0.016790571169537628,0.027126019945602903,0.011193714113025083,1,1,0.011604714415231188,0.018386219401631914,0.175255364158356,0.21770927772741008,1,0.2,0.2,0.8,-4.8,23.67910471280534,-2.4866666666666672,0.6,0.0,0.6,34.0,1,2,0.6,0.6
34,2,1,2,2,2,52.5,48,57,6.363961030678928,1.0,2,1.0,0.5,0.0,0.5,0.0,0.5,0.010994258084013296,0.012269567845270474,0.00971894832275612,1,1,0.00971894832275612,0.012269567845270474,0.2640072529465095,0.0923541855545482,1,0.5,0.5,0.5,4.5,6.363961030678928,2.25,0.0,0.0,0.0,9.0,1,0,0.75,0.75
35,5,2,5,2,3,50.4,33,62,12.541929676090518,0.6,3,0.7219280948873623,0.0,0.0,0.2,0.8,0.8,0.014452704744635841,0.027778785131459656,0.002949531580537927,1,4,0.027778785131459656,0.02279842852825627,0.3564944091870656,0.21770927772741008,1,0.2,0.4,0.8,2.0,22.93468988235943,0.45333333333333314,0.6,0.0,0.4,29.0,2,2,0.9,0.6
36,2,1,1,1,1,33.0,33,33,0.0,0.0,0,-0.0,0.0,1.0,0.0,0.0,1.0,0.010299184043517678,0.010299184043517678,0.010299184043517678,1,6,0.010299184043517678,0.010299184043517678,0.175255364158356,0.03696585071018434,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0,0,1.0,1.0
37,5,2,5,2,3,48.4,28,62,14.638989036132243,0.6,3,0.9709505944546686,0.0,0.0,0.6,0.4,0.6,0.009743124811121185,0.022544575400423088,0.0021154427319431852,1,1,0.005306739196131762,0.022544575400423088,0.3564944091870656,0.024527047446358415,1,0.2,0.4,0.8,-5.8,20.825465180878915,-3.0133333333333328,0.6,0.0,0.4,34.0,2,2,0.7,0.6
38,4,2,4,2,3,45.25,33,62,12.120918557051139,0.5,2,1.0,0.0,0.5,0.0,0.5,0.5,0.013841039588999697,0.02279842852825627,0.003650649743124811,1,2,0.010299184043517678,0.01861589604110003,0.3564944091870656,0.21770927772741008,1,0.25,0.5,0.75,2.5,16.299284237863535,4.6875,0.5,0.0,0.25,19.0,2,1,0.75,0.625
39,2,2,2,2,2,38.0,28,48,14.142135623730951,0.5,1,1.0,0.5,0.0,0.0,0.5,0.5,0.0128558476881233,0.022544575400423088,0.0031671199758235118,1,1,0.0031671199758235118,0.022544575400423088,0.3564944091870656,0.024527047446358415,1,0.5,0.5,0.5,-10.0,14.142135623730951,-5.0,0.0,0.0,0.0,20.0,0,1,0.75,0.75
40,5,1,5,1,2,53.6,38,82,18.338484124921557,0.4,2,-0.0,0.0,0.0,0.0,1.0,1.0,0.01899546690843155,0.027126019945602903,0.01317618615896041,1,4,0.027126019945602903,0.02279842852825627,0.3564944091870656,0.21770927772741008,0,0.0,0.4,0.8,3.8,31.46744349323599,4.18,0.8,0.0,0.6,44.0,2,1,1.0,0.6
41,2,2,2,1,2,30.5,28,33,3.5355339059327378,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.012305832577818072,0.022544575400423088,0.002067089755213055,2,1,0.022544575400423088,0.002067089755213055,0.3564944091870656,0.06035660320338471,0,0.0,0.5,0.5,2.5,3.5355339059327378,1.25,0.5,0.0,0.0,5.0,1,0,1.0,0.75
42,1,1,1,1,1,43.0,43,43,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.01861589604110003,0.01861589604110003,0.01861589604110003,1,2,0.01861589604110003,0.01861589604110003,0.3564944091870656,0.21770927772741008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
43,5,1,5,1,4,49.4,38,57,10.406728592598157,0.6,3,-0.0,0.0,0.0,1.0,0.0,1.0,0.007980658809307949,0.011834391054699306,0.005717739498337866,2,2,0.0061891810214566335,0.008655182834693262,0.2640072529465095,0.03696585071018434,0,0.0,0.8,0.8,0.0,13.435028842544403,1.8366666666666673,0.8,0.0,0.2,19.0,1,1,1.0,0.6
44,5,2,5,2,3,49.4,38,57,8.561541917201598,0.6,3,0.9709505944546686,0.0,0.0,0.6,0.4,0.6,0.011159867029313993,0.01861589604110003,0.005717739498337866,1,1,0.01861589604110003,0.008570565125415533,0.2640072529465095,0.21770927772741008,1,0.2,0.6,0.8,2.8,9.959919678390985,4.12,0.6,0.0,0.4,19.0,2,2,0.8,0.6
45,3,2,3,1,3,43.666666666666664,33,60,14.364307617610164,0.3333333333333333,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.015738893925657298,0.022375339981867633,0.004073738289513448,2,4,0.022375339981867633,0.004073738289513448,0.3564944091870656,0.17448171653067393,0,0.0,0.6666666666666666,0.6666666666666666,7.333333333333333,17.21433511156714,4.611111111111112,0.6666666666666666,0.0,0.0,27.0,1,1,1.0,0.6666666666666666
46,1,1,1,1,1,62.0,62,62,0.0,1.0,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.02279842852825627,0.02279842852825627,0.02279842852825627,1,4,0.02279842852825627,0.02279842852825627,0.3564944091870656,0.21770927772741008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
47,5,2,5,2,5,46.6,33,67,14.638989036132243,0.6,3,0.9709505944546686,0.0,0.4,0.6,0.0,0.6,0.013147174372922333,0.021686310063463284,0.0025747960108794196,3,5,0.012269567845270474,0.0025747960108794196,0.175255364158356,0.08348141432456936,1,0.2,0.8,0.8,-4.8,14.584238067173752,-7.32,0.6,0.0,0.0,29.0,1,2,0.7,0.6
48,3,1,3,2,2,38.0,38,38,0.0,0.6666666666666666,2,0.9182958340544896,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.01249118565528357,0.022375339981867633,0.006491387126019946,1,5,0.022375339981867633,0.008606829857963131,0.175255364158356,0.0923541855545482,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,0.8333333333333334,0.6666666666666666
49,5,1,5,1,5,53.2,48,57,3.834057902536164,0.8,4,-0.0,0.0,0.0,1.0,0.0,1.0,0.012762768207917798,0.027778785131459656,0.005149592021758839,1,3,0.027778785131459656,0.005149592021758839,0.2640072529465095,0.0504925959504382,0,0.0,0.8,0.8,-0.8,5.06951674225463,0.12666666666666657,0.8,0.0,0.0,9.0,1,1,1.0,0.6
50,4,1,4,1,4,48.75,38,62,12.579745625409124,0.5,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.007252946509519492,0.011834391054699306,0.0023330311272287702,2,2,0.0061891810214566335,0.008655182834693262,0.2640072529465095,0.03696585071018434,0,0.0,0.75,0.75,0.0,17.90716802475106,2.104166666666666,0.75,0.0,0.0,24.0,2,1,1.0,0.625
51,4,1,3,1,2,58.5,28,72,20.872629605937693,0.75,3,-0.0,0.0,0.0,0.0,1.0,1.0,0.01915684496826836,0.02279842852825627,0.01564218797219704,1,1,0.02279842852825627,0.01564218797219704,0.3564944091870656,0.21770927772741008,0,0.0,0.5,0.5,2.5,31.973947728319903,3.625,0.75,0.25,0.5,44.0,1,1,1.0,0.75
52,5,1,4,2,3,40.8,28,62,14.463747785411636,0.2,1,0.9709505944546686,0.0,0.0,0.6,0.4,0.6,0.011599879117558175,0.01627077666968873,0.005149592021758839,1,5,0.013127833182230281,0.013127833182230281,0.3564944091870656,0.0504925959504382,2,0.4,0.6,0.8,0.0,17.832554500127006,1.4400000000000006,0.6,0.2,0.4,24.0,2,2,0.9,0.7
53,3,1,3,1,2,38.0,28,43,8.660254037844387,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.01962324972297774,0.027126019945602903,0.013127833182230281,1,2,0.013127833182230281,0.01861589604110003,0.3564944091870656,0.21770927772741008,0,0.0,0.3333333333333333,0.6666666666666666,5.0,8.660254037844387,4.166666666666667,0.6666666666666666,0.0,0.3333333333333333,15.0,1,0,1.0,0.6666666666666666
54,4,1,4,1,2,46.0,38,65,12.884098726725126,1.0,4,-0.0,0.0,1.0,0.0,0.0,1.0,0.005835599879117559,0.010311272287700212,0.0015231187669990933,1,4,0.006491387126019946,0.0015231187669990933,0.175255364158356,0.0923541855545482,0,0.0,0.5,0.75,6.75,14.103781998693352,4.958333333333334,0.75,0.0,0.5,27.0,2,1,1.0,0.625
55,5,1,4,2,2,35.0,28,38,4.47213595499958,0.6,3,0.7219280948873623,0.2,0.8,0.0,0.0,0.8,0.007775158658204896,0.010299184043517678,0.003300090661831369,1,1,0.003300090661831369,0.00806285886974917,0.2042429737080689,0.0923541855545482,1,0.2,0.4,0.6,-2.0,5.70087712549569,-1.316666666666667,0.6,0.2,0.6,10.0,1,2,0.6,0.65
56,5,2,5,2,4,45.2,33,60,11.945710527214361,0.6,3,0.7219280948873623,0.0,0.0,0.2,0.8,0.8,0.012010879419764278,0.027778785131459656,0.0019703838017527953,1,2,0.006515563614385011,0.027778785131459656,0.2640072529465095,0.027778785131459656,1,0.2,0.8,0.8,-1.6,19.53970317072396,-3.2400000000000007,0.6,0.0,0.2,27.0,2,2,0.6,0.6
57,3,2,3,1,3,33.0,28,43,8.660254037844387,0.3333333333333333,1,-0.0,0.0,1.0,0.0,0.0,1.0,0.0015593834995466908,0.0022605016621335752,0.0009066183136899365,4,3,0.0009066183136899365,0.0022605016621335752,0.175255364158356,0.0504925959504382,0,0.0,0.6666666666666666,0.6666666666666666,-5.0,8.660254037844387,-4.166666666666667,0.6666666666666666,0.0,0.0,15.0,0,1,1.0,0.6666666666666666
58,5,2,5,2,3,53.6,38,82,18.338484124921557,0.8,4,0.9709505944546686,0.0,0.4,0.0,0.6,0.6,0.010893925657298279,0.02279842852825627,0.0008099123602296767,1,3,0.006491387126019946,0.01317618615896041,0.3564944091870656,0.21770927772741008,1,0.2,0.4,0.8,8.8,9.984988733093292,9.613333333333333,0.6,0.0,0.4,20.0,3,0,0.8,0.6
59,2,1,2,1,2,55.0,55,55,0.0,1.0,2,-0.0,1.0,0.0,0.0,0.0,1.0,0.0016198247204593534,0.0020187367784829254,0.0012209126624357811,3,3,0.0020187367784829254,0.0012209126624357811,0.2042429737080689,0.030740404956180113,0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1.0,0.75
60,5,1,5,3,4,45.6,33,57,9.91463564635635,0.6,3,1.5219280948873621,0.2,0.0,0.4,0.4,0.4,0.01858204895738894,0.027778785131459656,0.00971894832275612,1,1,0.00971894832275612,0.012269567845270474,0.2640072529465095,0.0923541855545482,2,0.4,0.6,0.8,1.8,10.66302021005306,2.296666666666667,0.4,0.0,0.2,15.0,3,1,0.7333333333333334,0.6
61,5,1,5,2,4,46.6,33,67,14.638989036132243,0.4,2,0.7219280948873623,0.0,0.0,0.8,0.2,0.8,0.015190087639770321,0.021686310063463284,0.010323360531882745,1,5,0.02076760350559081,0.010903596252644303,0.2640072529465095,0.07014808099123603,1,0.2,0.6,0.8,1.0,19.44222209522358,1.4633333333333325,0.6,0.0,0.2,29.0,2,1,0.9,0.6
62,1,1,1,1,1,43.0,43,43,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.013720157147174374,0.013720157147174374,0.013720157147174374,1,2,0.013720157147174374,0.013720157147174374,0.3564944091870656,0.21770927772741008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
63,5,1,5,1,3,39.0,23,48,12.449899597988733,0.6,3,-0.0,1.0,0.0,0.0,0.0,1.0,0.007813841039589,0.01272892112420671,0.00413417951042611,1,6,0.006165004533091568,0.00413417951042611,0.2042429737080689,0.07014808099123603,0,0.0,0.6,0.8,0.0,22.638462845343543,-1.6166666666666671,0.8,0.0,0.4,25.0,2,2,1.0,0.6
64,5,1,5,1,2,54.4,38,67,12.973048986263793,0.6,3,-0.0,0.0,0.0,1.0,0.0,1.0,0.01371532184950136,0.021686310063463284,0.008473859171955273,1,5,0.021686310063463284,0.008473859171955273,0.2640072529465095,0.17448171653067393,0,0.0,0.4,0.8,-1.0,17.11724276862369,-1.2466666666666668,0.8,0.0,0.6,24.0,1,2,1.0,0.6
65,4,2,4,1,2,45.75,28,62,17.745891543302825,0.5,2,-0.0,0.0,0.0,0.0,1.0,1.0,0.009595043819885163,0.013127833182230281,0.006515563614385011,1,6,0.013127833182230281,0.010927772741009369,0.3564944091870656,0.0504925959504382,0,0.0,0.5,0.75,1.25,25.0516133878306,3.5625,0.75,0.0,0.5,34.0,1,2,1.0,0.625
66,3,2,3,2,3,39.666666666666664,38,43,2.88675134594813,0.0,0,0.9182958340544896,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.012076155938349953,0.022375339981867633,0.002949531580537927,2,4,0.010903596252644303,0.002949531580537927,0.3564944091870656,0.0504925959504382,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.8867513459481287,1.1111111111111118,0.3333333333333333,0.0,0.0,5.0,1,0,0.8333333333333334,0.6666666666666666
67,5,1,5,1,2,48.8,38,82,18.726985876002576,0.2,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.014766999093381685,0.01861589604110003,0.01317618615896041,1,4,0.01861589604110003,0.01326080386823814,0.3564944091870656,0.17448171653067393,0,0.0,0.2,0.8,-1.0,31.192947920964443,3.2733333333333334,0.8,0.0,0.6,44.0,1,2,1.0,0.6
68,2,1,2,2,2,47.5,43,52,6.363961030678928,0.5,1,1.0,0.0,0.0,0.5,0.5,0.5,0.020749471139317015,0.027778785131459656,0.013720157147174374,1,2,0.013720157147174374,0.027778785131459656,0.2640072529465095,0.027778785131459656,1,0.5,0.5,0.5,4.5,6.363961030678928,2.25,0.0,0.0,0.0,9.0,1,0,0.75,0.75
