session_id,n_clicks_observed,n_unique_pages,n_unique_models,n_unique_categories,n_unique_colours,price_mean,price_min,price_max,price_std,high_price_share_first_n,high_price_count_first_n,category_entropy,category_share_blouses,category_share_sale,category_share_skirts,category_share_trousers,top_category_share,mean_model_frequency,max_model_frequency,min_model_frequency,last_page,last_location,first_model_frequency,last_model_frequency,last_category_frequency,last_colour_frequency,category_transition_count
11,1,1,1,1,1,72.0,72,72,0.0,1.0,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.01564218797219704,0.01564218797219704,0.01564218797219704,1,1,0.01564218797219704,0.01564218797219704,0.3564944091870656,0.21770927772741008,0
12,5,2,4,1,4,54.0,52,57,2.7386127875258306,1.0,5,-0.0,0.0,0.0,1.0,0.0,1.0,0.011614385010577214,0.027778785131459656,0.005306739196131762,2,3,0.027778785131459656,0.005717739498337866,0.2640072529465095,0.17448171653067393,0
13,3,1,3,1,2,38.0,28,43,8.660254037844387,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.02276216379570867,0.027126019945602903,0.01861589604110003,1,2,0.022544575400423088,0.01861589604110003,0.3564944091870656,0.21770927772741008,0
14,1,1,1,1,1,43.0,43,43,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0037110909640374738,0.0037110909640374738,0.0037110909640374738,3,2,0.0037110909640374738,0.0037110909640374738,0.3564944091870656,0.0923541855545482,0
15,5,1,5,2,3,45.6,28,57,12.074767078498864,0.4,2,0.9709505944546686,0.0,0.0,0.4,0.6,0.6,0.017825324871562406,0.027126019945602903,0.008570565125415533,1,1,0.022544575400423088,0.008570565125415533,0.2640072529465095,0.21770927772741008,1
16,2,1,2,1,2,30.5,28,33,3.5355339059327378,0.0,0,-0.0,0.0,1.0,0.0,0.0,1.0,0.0014022363251737686,0.0022605016621335752,0.0005439709882139619,4,3,0.0022605016621335752,0.0005439709882139619,0.175255364158356,0.06035660320338471,0
17,5,4,5,3,3,39.8,18,57,14.956603892595405,0.4,2,1.3709505944546687,0.6,0.0,0.2,0.2,0.6,0.006549410698096102,0.013720157147174374,0.0007615593834995467,2,3,0.007796917497733454,0.007506799637352675,0.2640072529465095,0.033593230583257784,3
18,5,1,4,1,3,47.6,28,62,14.501724035437993,0.4,2,-0.0,0.0,0.0,0.0,1.0,1.0,0.01681474765790269,0.027126019945602903,0.011193714113025083,1,3,0.011604714415231188,0.011193714113025083,0.3564944091870656,0.21770927772741008,0
19,5,2,5,3,4,39.0,33,48,6.51920240520265,0.4,2,1.3709505944546687,0.6,0.2,0.0,0.2,0.6,0.007985494106980962,0.015061952251435478,0.0013176186158960412,1,4,0.015061952251435478,0.005693563009972802,0.175255364158356,0.0923541855545482,2
20,3,2,3,2,2,36.333333333333336,33,38,2.886751345948128,0.3333333333333333,1,0.9182958340544896,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.014413216480306237,0.022375339981867633,0.0024780900574191598,1,1,0.022375339981867633,0.018386219401631914,0.175255364158356,0.21770927772741008,1
21,5,1,5,3,3,39.8,23,67,16.39207125411551,0.2,1,1.3709505944546687,0.2,0.2,0.6,0.0,0.6,0.011317014203686915,0.021686310063463284,0.005693563009972802,1,5,0.005693563009972802,0.007978241160471442,0.2042429737080689,0.07014808099123603,2
22,4,2,4,1,3,44.0,38,62,12.0,0.25,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.010102750075551526,0.015061952251435478,0.0032154729525536415,2,1,0.01326080386823814,0.0032154729525536415,0.3564944091870656,0.17448171653067393,0
23,3,3,3,3,2,41.0,33,57,13.856406460551018,0.3333333333333333,1,1.584962500721156,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.009215271481817265,0.02076760350559081,0.0011604714415231188,4,1,0.02076760350559081,0.0011604714415231188,0.175255364158356,0.17448171653067393,2
24,5,2,5,2,3,43.6,33,57,10.310189135025604,0.4,2,0.7219280948873623,0.2,0.0,0.8,0.0,0.8,0.010860078573587187,0.027778785131459656,0.003155031731640979,1,5,0.012269567845270474,0.003155031731640979,0.2042429737080689,0.09132668479903294,1
25,2,1,2,2,2,43.0,38,48,7.0710678118654755,0.5,1,1.0,0.5,0.0,0.5,0.0,0.5,0.009307948020550015,0.010818978543366576,0.007796917497733454,1,3,0.010818978543366576,0.007796917497733454,0.2042429737080689,0.033593230583257784,1
26,2,1,2,1,1,50.0,38,62,16.97056274847714,0.5,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.018930190389845874,0.02279842852825627,0.015061952251435478,1,4,0.02279842852825627,0.015061952251435478,0.3564944091870656,0.21770927772741008,0
27,5,1,5,3,4,46.8,38,57,7.049822692805827,0.8,4,1.3709505944546687,0.6,0.0,0.2,0.2,0.6,0.009818071925052886,0.022375339981867633,0.00413417951042611,1,6,0.008570565125415533,0.00413417951042611,0.2042429737080689,0.07014808099123603,2
28,5,1,5,3,3,38.0,28,48,7.905694150420948,0.2,1,1.3709505944546687,0.2,0.2,0.0,0.6,0.6,0.012656391659111513,0.02076760350559081,0.005935327893623451,1,1,0.013720157147174374,0.005935327893623451,0.175255364158356,0.21770927772741008,2
29,3,1,3,1,2,44.333333333333336,28,62,17.03917055884274,0.3333333333333333,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.01884557268056815,0.02279842852825627,0.011193714113025083,1,3,0.02279842852825627,0.011193714113025083,0.3564944091870656,0.21770927772741008,0
30,5,2,5,2,4,39.0,28,48,8.94427190999916,0.2,1,0.9709505944546686,0.6,0.0,0.4,0.0,0.6,0.003106678754910849,0.005149592021758839,0.0014989422786340285,2,5,0.0034451495920217587,0.0014989422786340285,0.2042429737080689,0.06035660320338471,1
31,5,1,5,3,5,43.8,33,52,7.9498427657407165,0.6,3,1.5219280948873621,0.4,0.0,0.4,0.2,0.4,0.014411604714415233,0.027778785131459656,0.00971894832275612,1,6,0.010927772741009369,0.00971894832275612,0.2042429737080689,0.08348141432456936,2
32,3,2,3,2,3,38.0,33,43,5.0,0.0,0,0.9182958340544896,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.013986098519190089,0.027126019945602903,0.0015714717437292232,2,4,0.027126019945602903,0.0015714717437292232,0.175255364158356,0.0060441220912662436,1
33,5,1,5,2,2,51.6,38,72,14.638989036132243,0.6,3,0.7219280948873623,0.0,0.2,0.0,0.8,0.8,0.016790571169537628,0.027126019945602903,0.011193714113025083,1,1,0.011604714415231188,0.018386219401631914,0.175255364158356,0.21770927772741008,1
34,2,1,2,2,2,52.5,48,57,6.363961030678928,1.0,2,1.0,0.5,0.0,0.5,0.0,0.5,0.010994258084013296,0.012269567845270474,0.00971894832275612,1,1,0.00971894832275612,0.012269567845270474,0.2640072529465095,0.0923541855545482,1
35,5,2,5,2,3,50.4,33,62,12.541929676090518,0.6,3,0.7219280948873623,0.0,0.0,0.2,0.8,0.8,0.014452704744635841,0.027778785131459656,0.002949531580537927,1,4,0.027778785131459656,0.02279842852825627,0.3564944091870656,0.21770927772741008,1
36,2,1,1,1,1,33.0,33,33,0.0,0.0,0,-0.0,0.0,1.0,0.0,0.0,1.0,0.010299184043517678,0.010299184043517678,0.010299184043517678,1,6,0.010299184043517678,0.010299184043517678,0.175255364158356,0.03696585071018434,0
37,5,2,5,2,3,48.4,28,62,14.638989036132243,0.6,3,0.9709505944546686,0.0,0.0,0.6,0.4,0.6,0.009743124811121185,0.022544575400423088,0.0021154427319431852,1,1,0.005306739196131762,0.022544575400423088,0.3564944091870656,0.024527047446358415,1
38,4,2,4,2,3,45.25,33,62,12.120918557051139,0.5,2,1.0,0.0,0.5,0.0,0.5,0.5,0.013841039588999697,0.02279842852825627,0.003650649743124811,1,2,0.010299184043517678,0.01861589604110003,0.3564944091870656,0.21770927772741008,1
39,2,2,2,2,2,38.0,28,48,14.142135623730951,0.5,1,1.0,0.5,0.0,0.0,0.5,0.5,0.0128558476881233,0.022544575400423088,0.0031671199758235118,1,1,0.0031671199758235118,0.022544575400423088,0.3564944091870656,0.024527047446358415,1
40,5,1,5,1,2,53.6,38,82,18.338484124921557,0.4,2,-0.0,0.0,0.0,0.0,1.0,1.0,0.01899546690843155,0.027126019945602903,0.01317618615896041,1,4,0.027126019945602903,0.02279842852825627,0.3564944091870656,0.21770927772741008,0
41,2,2,2,1,2,30.5,28,33,3.5355339059327378,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.012305832577818072,0.022544575400423088,0.002067089755213055,2,1,0.022544575400423088,0.002067089755213055,0.3564944091870656,0.06035660320338471,0
42,1,1,1,1,1,43.0,43,43,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.01861589604110003,0.01861589604110003,0.01861589604110003,1,2,0.01861589604110003,0.01861589604110003,0.3564944091870656,0.21770927772741008,0
43,5,1,5,1,4,49.4,38,57,10.406728592598157,0.6,3,-0.0,0.0,0.0,1.0,0.0,1.0,0.007980658809307949,0.011834391054699306,0.005717739498337866,2,2,0.0061891810214566335,0.008655182834693262,0.2640072529465095,0.03696585071018434,0
44,5,2,5,2,3,49.4,38,57,8.561541917201597,0.6,3,0.9709505944546686,0.0,0.0,0.6,0.4,0.6,0.011159867029313993,0.01861589604110003,0.005717739498337866,1,1,0.01861589604110003,0.008570565125415533,0.2640072529465095,0.21770927772741008,1
45,3,2,3,1,3,43.666666666666664,33,60,14.364307617610164,0.3333333333333333,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.015738893925657298,0.022375339981867633,0.004073738289513448,2,4,0.022375339981867633,0.004073738289513448,0.3564944091870656,0.17448171653067393,0
46,1,1,1,1,1,62.0,62,62,0.0,1.0,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.02279842852825627,0.02279842852825627,0.02279842852825627,1,4,0.02279842852825627,0.02279842852825627,0.3564944091870656,0.21770927772741008,0
47,5,2,5,2,5,46.6,33,67,14.638989036132243,0.6,3,0.9709505944546686,0.0,0.4,0.6,0.0,0.6,0.013147174372922333,0.021686310063463284,0.0025747960108794196,3,5,0.012269567845270474,0.0025747960108794196,0.175255364158356,0.08348141432456936,1
48,3,1,3,2,2,38.0,38,38,0.0,0.6666666666666666,2,0.9182958340544896,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.01249118565528357,0.022375339981867633,0.006491387126019946,1,5,0.022375339981867633,0.008606829857963131,0.175255364158356,0.0923541855545482,1
49,5,1,5,1,5,53.2,48,57,3.834057902536164,0.8,4,-0.0,0.0,0.0,1.0,0.0,1.0,0.012762768207917798,0.027778785131459656,0.005149592021758839,1,3,0.027778785131459656,0.005149592021758839,0.2640072529465095,0.0504925959504382,0
50,4,1,4,1,4,48.75,38,62,12.579745625409124,0.5,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.007252946509519492,0.011834391054699306,0.0023330311272287702,2,2,0.0061891810214566335,0.008655182834693262,0.2640072529465095,0.03696585071018434,0
51,4,1,3,1,2,58.5,28,72,20.872629605937693,0.75,3,-0.0,0.0,0.0,0.0,1.0,1.0,0.01915684496826836,0.02279842852825627,0.01564218797219704,1,1,0.02279842852825627,0.01564218797219704,0.3564944091870656,0.21770927772741008,0
52,5,1,4,2,3,40.8,28,62,14.463747785411636,0.2,1,0.9709505944546686,0.0,0.0,0.6,0.4,0.6,0.011599879117558175,0.01627077666968873,0.005149592021758839,1,5,0.013127833182230281,0.013127833182230281,0.3564944091870656,0.0504925959504382,2
53,3,1,3,1,2,38.0,28,43,8.660254037844387,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.01962324972297774,0.027126019945602903,0.013127833182230281,1,2,0.013127833182230281,0.01861589604110003,0.3564944091870656,0.21770927772741008,0
54,4,1,4,1,2,46.0,38,65,12.884098726725126,1.0,4,-0.0,0.0,1.0,0.0,0.0,1.0,0.005835599879117559,0.010311272287700212,0.0015231187669990933,1,4,0.006491387126019946,0.0015231187669990933,0.175255364158356,0.0923541855545482,0
55,5,1,4,2,2,35.0,28,38,4.47213595499958,0.6,3,0.7219280948873623,0.2,0.8,0.0,0.0,0.8,0.007775158658204896,0.010299184043517678,0.003300090661831369,1,1,0.003300090661831369,0.00806285886974917,0.2042429737080689,0.0923541855545482,1
56,5,2,5,2,4,45.2,33,60,11.945710527214361,0.6,3,0.7219280948873623,0.0,0.0,0.2,0.8,0.8,0.012010879419764278,0.027778785131459656,0.0019703838017527953,1,2,0.006515563614385011,0.027778785131459656,0.2640072529465095,0.027778785131459656,1
57,3,2,3,1,3,33.0,28,43,8.660254037844387,0.3333333333333333,1,-0.0,0.0,1.0,0.0,0.0,1.0,0.0015593834995466908,0.0022605016621335752,0.0009066183136899365,4,3,0.0009066183136899365,0.0022605016621335752,0.175255364158356,0.0504925959504382,0
58,5,2,5,2,3,53.6,38,82,18.338484124921557,0.8,4,0.9709505944546686,0.0,0.4,0.0,0.6,0.6,0.010893925657298279,0.02279842852825627,0.0008099123602296767,1,3,0.006491387126019946,0.01317618615896041,0.3564944091870656,0.21770927772741008,1
59,2,1,2,1,2,55.0,55,55,0.0,1.0,2,-0.0,1.0,0.0,0.0,0.0,1.0,0.0016198247204593534,0.0020187367784829254,0.0012209126624357811,3,3,0.0020187367784829254,0.0012209126624357811,0.2042429737080689,0.030740404956180113,0
60,5,1,5,3,4,45.6,33,57,9.91463564635635,0.6,3,1.5219280948873621,0.2,0.0,0.4,0.4,0.4,0.01858204895738894,0.027778785131459656,0.00971894832275612,1,1,0.00971894832275612,0.012269567845270474,0.2640072529465095,0.0923541855545482,2
61,5,1,5,2,4,46.6,33,67,14.638989036132243,0.4,2,0.7219280948873623,0.0,0.0,0.8,0.2,0.8,0.015190087639770321,0.021686310063463284,0.010323360531882745,1,5,0.02076760350559081,0.010903596252644303,0.2640072529465095,0.07014808099123603,1
62,1,1,1,1,1,43.0,43,43,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.013720157147174374,0.013720157147174374,0.013720157147174374,1,2,0.013720157147174374,0.013720157147174374,0.3564944091870656,0.21770927772741008,0
63,5,1,5,1,3,39.0,23,48,12.449899597988733,0.6,3,-0.0,1.0,0.0,0.0,0.0,1.0,0.007813841039589,0.01272892112420671,0.00413417951042611,1,6,0.006165004533091568,0.00413417951042611,0.2042429737080689,0.07014808099123603,0
64,5,1,5,1,2,54.4,38,67,12.973048986263793,0.6,3,-0.0,0.0,0.0,1.0,0.0,1.0,0.01371532184950136,0.021686310063463284,0.008473859171955273,1,5,0.021686310063463284,0.008473859171955273,0.2640072529465095,0.17448171653067393,0
65,4,2,4,1,2,45.75,28,62,17.745891543302825,0.5,2,-0.0,0.0,0.0,0.0,1.0,1.0,0.009595043819885163,0.013127833182230281,0.006515563614385011,1,6,0.013127833182230281,0.010927772741009369,0.3564944091870656,0.0504925959504382,0
66,3,2,3,2,3,39.666666666666664,38,43,2.88675134594813,0.0,0,0.9182958340544896,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.012076155938349953,0.022375339981867633,0.002949531580537927,2,4,0.010903596252644303,0.002949531580537927,0.3564944091870656,0.0504925959504382,1
67,5,1,5,1,2,48.8,38,82,18.726985876002576,0.2,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.014766999093381685,0.01861589604110003,0.01317618615896041,1,4,0.01861589604110003,0.01326080386823814,0.3564944091870656,0.17448171653067393,0
68,2,1,2,2,2,47.5,43,52,6.363961030678928,0.5,1,1.0,0.0,0.0,0.5,0.5,0.5,0.020749471139317015,0.027778785131459656,0.013720157147174374,1,2,0.013720157147174374,0.027778785131459656,0.2640072529465095,0.027778785131459656,1
69,5,1,5,2,4,40.0,28,48,9.082951062292475,0.6,3,0.7219280948873623,0.8,0.0,0.0,0.2,0.8,0.007697793895436689,0.010927772741009369,0.005234209731036567,1,1,0.010927772741009369,0.00806285886974917,0.2042429737080689,0.0923541855545482,1
70,3,1,3,1,3,50.666666666666664,38,57,10.96965511460289,0.6666666666666666,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.009658507101843457,0.011834391054699306,0.008485947416137805,2,2,0.008485947416137805,0.011834391054699306,0.2640072529465095,0.030740404956180113,0
71,1,1,1,1,1,33.0,33,33,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.010927772741009369,0.010927772741009369,0.010927772741009369,1,6,0.010927772741009369,0.010927772741009369,0.3564944091870656,0.0504925959504382,0
72,1,1,1,1,1,48.0,48,48,0.0,1.0,1,-0.0,1.0,0.0,0.0,0.0,1.0,0.005959504381988516,0.005959504381988516,0.005959504381988516,1,2,0.005959504381988516,0.005959504381988516,0.2042429737080689,0.0923541855545482,0
73,1,1,1,1,1,38.0,38,38,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0029132668479903293,0.0029132668479903293,0.0029132668479903293,2,3,0.0029132668479903293,0.0029132668479903293,0.3564944091870656,0.17448171653067393,0
74,5,3,5,2,4,40.8,28,62,12.617448236470002,0.2,1,0.7219280948873623,0.0,0.2,0.0,0.8,0.8,0.003097008159564823,0.004242973708068903,0.0022725899063161074,1,3,0.0036748262314898763,0.002925355092172862,0.175255364158356,0.17448171653067393,1
75,1,1,1,1,1,52.0,52,52,0.0,1.0,1,-0.0,0.0,0.0,1.0,0.0,1.0,0.027778785131459656,0.027778785131459656,0.027778785131459656,1,2,0.027778785131459656,0.027778785131459656,0.2640072529465095,0.027778785131459656,0
76,5,4,5,2,3,40.0,28,48,9.082951062292475,0.6,3,0.7219280948873623,0.2,0.8,0.0,0.0,0.8,0.004320338470837111,0.01272892112420671,0.001535207011181626,4,2,0.001535207011181626,0.0017286189181021456,0.175255364158356,0.08348141432456936,2
77,5,1,5,1,5,45.6,38,57,8.561541917201597,0.4,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.011089755213055304,0.012269567845270474,0.009634330613478393,1,1,0.011822302810516773,0.012269567845270474,0.2640072529465095,0.0923541855545482,0
78,1,1,1,1,1,33.0,33,33,0.0,0.0,0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0020912662435781204,0.0020912662435781204,0.0020912662435781204,2,3,0.0020912662435781204,0.0020912662435781204,0.2042429737080689,0.17448171653067393,0
79,5,1,5,2,3,46.8,28,72,15.959323293924465,0.4,2,0.7219280948873623,0.0,0.2,0.0,0.8,0.8,0.018040495618011486,0.027126019945602903,0.006273798730734361,1,1,0.022544575400423088,0.006273798730734361,0.175255364158356,0.17448171653067393,1
80,3,1,3,3,3,39.666666666666664,33,43,5.773502691896258,0.3333333333333333,1,1.584962500721156,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.009585977636748262,0.013720157147174374,0.004726503475370202,1,2,0.010311272287700212,0.013720157147174374,0.3564944091870656,0.21770927772741008,2
81,5,1,4,2,4,40.8,38,52,6.26099033699941,0.4,2,0.7219280948873623,0.0,0.2,0.8,0.0,0.8,0.013802357207615593,0.027778785131459656,0.008606829857963131,1,5,0.008606829857963131,0.010903596252644303,0.2640072529465095,0.07014808099123603,1
82,5,1,5,2,3,53.4,38,62,11.907980517283358,0.6,3,0.7219280948873623,0.0,0.0,0.2,0.8,0.8,0.017943789664551225,0.027126019945602903,0.010262919310970082,1,5,0.027126019945602903,0.01627077666968873,0.2640072529465095,0.06035660320338471,1
83,5,1,5,1,4,40.0,33,48,5.7008771254956905,0.8,4,-0.0,0.0,1.0,0.0,0.0,1.0,0.009714113025083107,0.018386219401631914,0.003300090661831369,1,2,0.010299184043517678,0.010311272287700212,0.175255364158356,0.17448171653067393,0
84,4,2,4,2,4,52.5,38,67,12.396235987858034,0.75,3,0.8112781244591328,0.25,0.0,0.75,0.0,0.75,0.006926563916591116,0.011834391054699306,0.0020791779993955877,1,6,0.011834391054699306,0.00971894832275612,0.2042429737080689,0.08348141432456936,1
85,1,1,1,1,1,28.0,28,28,0.0,0.0,0,-0.0,1.0,0.0,0.0,0.0,1.0,0.003227561196736174,0.003227561196736174,0.003227561196736174,1,4,0.003227561196736174,0.003227561196736174,0.2042429737080689,0.07014808099123603,0
86,5,3,5,2,3,34.2,20,62,16.976454282328802,0.2,1,0.9709505944546686,0.6,0.0,0.0,0.4,0.6,0.008195829555757027,0.02279842852825627,0.0029132668479903293,2,3,0.007978241160471442,0.0029132668479903293,0.3564944091870656,0.17448171653067393,1
87,4,1,4,2,2,44.0,33,62,12.675435561221029,0.5,2,0.8112781244591328,0.0,0.25,0.0,0.75,0.75,0.01700815956482321,0.02076760350559081,0.010262919310970082,1,1,0.01861589604110003,0.018386219401631914,0.175255364158356,0.21770927772741008,1
88,5,1,5,2,4,38.0,28,48,7.905694150420948,0.6,3,0.9709505944546686,0.4,0.6,0.0,0.0,0.6,0.005744333635539438,0.008304623753399819,0.002925355092172862,1,2,0.006491387126019946,0.004726503475370202,0.2042429737080689,0.09132668479903294,1
89,1,1,1,1,1,50.0,50,50,0.0,1.0,1,-0.0,1.0,0.0,0.0,0.0,1.0,0.0038077969174977336,0.0038077969174977336,0.0038077969174977336,2,6,0.0038077969174977336,0.0038077969174977336,0.2042429737080689,0.07014808099123603,0
90,1,1,1,1,1,38.0,38,38,0.0,1.0,1,-0.0,0.0,1.0,0.0,0.0,1.0,0.018386219401631914,0.018386219401631914,0.018386219401631914,1,1,0.018386219401631914,0.018386219401631914,0.175255364158356,0.21770927772741008,0
91,5,1,5,4,3,43.8,28,67,16.376812876747415,0.6,3,1.9219280948873623,0.4,0.2,0.2,0.2,0.4,0.011399214264128136,0.022544575400423088,0.002925355092172862,1,3,0.022544575400423088,0.002925355092172862,0.175255364158356,0.17448171653067393,3
92,1,1,1,1,1,38.0,38,38,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0032880024176488365,0.0032880024176488365,0.0032880024176488365,2,5,0.0032880024176488365,0.0032880024176488365,0.3564944091870656,0.17448171653067393,0
93,1,1,1,1,1,43.0,43,43,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.027126019945602903,0.027126019945602903,0.027126019945602903,1,1,0.027126019945602903,0.027126019945602903,0.3564944091870656,0.21770927772741008,0
94,5,2,5,2,3,41.8,23,72,19.097120201747696,0.4,2,0.9709505944546686,0.0,0.4,0.0,0.6,0.6,0.012180114838319735,0.027126019945602903,0.0033847083711090963,3,2,0.010311272287700212,0.0033847083711090963,0.3564944091870656,0.09132668479903294,1
95,2,1,2,1,2,48.0,48,48,0.0,1.0,2,-0.0,1.0,0.0,0.0,0.0,1.0,0.002030825022665458,0.0021033544877606526,0.001958295557570263,4,1,0.001958295557570263,0.0021033544877606526,0.2042429737080689,0.033593230583257784,0
96,5,3,5,3,4,48.4,38,57,9.710818709048171,0.6,3,1.3709505944546687,0.2,0.0,0.6,0.2,0.6,0.010383801752795407,0.022375339981867633,0.0036022967663946813,1,2,0.0036022967663946813,0.022375339981867633,0.3564944091870656,0.21770927772741008,2
97,1,1,1,1,1,43.0,43,43,0.0,1.0,1,-0.0,0.0,1.0,0.0,0.0,1.0,0.010311272287700212,0.010311272287700212,0.010311272287700212,1,2,0.010311272287700212,0.010311272287700212,0.175255364158356,0.17448171653067393,0
98,1,1,1,1,1,28.0,28,28,0.0,0.0,0,-0.0,1.0,0.0,0.0,0.0,1.0,0.00806285886974917,0.00806285886974917,0.00806285886974917,1,1,0.00806285886974917,0.00806285886974917,0.2042429737080689,0.0923541855545482,0
99,5,2,5,2,3,50.6,43,62,10.406728592598157,1.0,5,0.9709505944546686,0.0,0.6,0.4,0.0,0.6,0.006208522212148686,0.01627077666968873,0.0008099123602296767,1,5,0.003650649743124811,0.01627077666968873,0.2640072529465095,0.06035660320338471,1
100,5,1,5,2,3,34.0,28,43,6.519202405202649,0.2,1,0.9709505944546686,0.0,0.6,0.0,0.4,0.6,0.016858265336959808,0.027126019945602903,0.005935327893623451,1,1,0.022544575400423088,0.018386219401631914,0.175255364158356,0.21770927772741008,1
101,1,1,1,1,1,57.0,57,57,0.0,1.0,1,-0.0,0.0,0.0,1.0,0.0,1.0,0.008570565125415533,0.008570565125415533,0.008570565125415533,1,1,0.008570565125415533,0.008570565125415533,0.2640072529465095,0.21770927772741008,0
102,4,1,3,3,3,41.75,33,48,7.500000000000002,0.5,2,1.5,0.5,0.25,0.0,0.25,0.5,0.009598065880930795,0.01326080386823814,0.005693563009972802,1,6,0.01326080386823814,0.00971894832275612,0.2042429737080689,0.08348141432456936,2
103,4,1,2,1,2,38.0,38,38,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.014161378059836808,0.015061952251435478,0.01326080386823814,1,4,0.015061952251435478,0.01326080386823814,0.3564944091870656,0.17448171653067393,0
